J,Jpp,Kc_aprox,Kcpp_aprox,active_B0a,active_B0b,active_B0c,active_dipole,active_m,active_polar,active_rms_quadrupole,active_weight,broadness_jeanna,d_act_per,is_self,m,perturber_B0a,perturber_B0b,perturber_B0c,perturber_dipole,perturber_m,perturber_polar,perturber_rms_quadrupole,perturber_weight
55.5,47.5,91.0,83.5,5.182,1.0012,6.42637,1.109,4.0,2.515,0.84357839,79.926277,0.04787982,354.95,1.0,4.0,5.2412,16051.1165,20.5597234,1.857,4.0,3.616,2.43810418,2.01588
57.5,10.0,71.5,48.5,2.0273542,0.32192,0.85179,1.857,2.0,1.501,0.2192031,32.0419,0.16984114,348.95,0.0,10.0,5.24631,0.1091,6.22750356,1.81,6.0,2.507,0.83259471,31.9988
43.0,58.0,59.5,58.0,0.346,6.42637,0.79287185,1.6552,2.0,3.616,0.41295036,17.0305,0.05235715,380.2,0.0,6.0,9.94664516,0.62048896,0.09107,0.715,6.0,2.448,1.64048773,28.97
47.5,61.5,65.5,0.0,27.8806313,18.5519677,20.5597234,1.826526,6.0,2.515,2.92049556,30.0061,0.03679119,361.0,0.0,12.0,20.47007,5.2412,8.34923939,1.4719,6.0,1.698,0.76412215,44.071
28.0,57.0,68.5,71.5,20.47007,0.3528,18.5519677,1.813,6.0,2.448,0.84357839,64.064,0.06048193,329.0,1.0,6.0,20.46362,10.4401993,0.173,1.4719,2.64,3.438,0.78954903,60.075
65.0,46.0,64.0,1.5,0.09107,0.3528,4.74202,1.67229184,6.0,1.562,0.78954903,18.0153,0.05594409,312.5,1.0,10.0,5.2412,10.4401993,1.92252895,1.4719,2.64,0.787,0.36769553,76.141
37.5,32.0,67.0,42.0,0.346,8.34923939,0.20285674,1.6331,6.0,1.698,2.92049556,16.0425,0.04930319,330.0,0.0,12.0,9.94664516,5.2412,1.43767,1.826526,4.0,2.54,0.84357839,76.141
56.0,4.0,64.0,29.0,20.46362,0.20285674,18.5519677,1.81,6.0,1.71,1.3576325,18.0153,0.04787982,285.5,0.0,10.0,4.25240851,0.39021,0.32192,1.847,2.64,2.448,0.76412215,28.97
7.5,162.0,50.0,97.0,0.09107,0.3441739,0.817084,1.67229184,4.0,3.616,2.00771188,64.064,0.038427,334.5,0.0,10.0,20.46362,20.5597234,1.69614207,0.828,2.0,1.953,2.51258831,34.0329
21.0,46.5,89.0,72.5,27.8806313,9.94664516,4.74202,2.331,6.0,2.507,1.64048773,32.0419,0.03201732,358.0,1.0,10.0,0.09107,0.32192,1.67195,1.51,6.0,1.953,3.02500281,79.926277
13.5,8.0,23.5,6.0,2.0273542,0.41778,0.20285674,1.847,2.0,2.507,0.24859606,44.071,0.05248072,333.9,0.0,10.0,5.24631,0.82323552,5.2412,0.0,2.0,1.67892,0.0,53.97324
36.5,135.0,43.0,4.0,0.09107,20.5597234,1.92252895,0.715,6.0,5.61,0.76412215,141.939,0.11915375,355.0,1.0,12.0,4.25240851,14.5217696,0.20285674,1.67229184,4.0,3.438,1.6541585,44.0095
2.0,99.0,75.5,42.5,0.09107,60.853,6.42637,1.81,4.0,19.029,2.23345025,95.92568,0.04071358,303.0,1.0,12.0,5.2412,0.50424,5.2412,1.38,2.64,5.39684463,1.95366544,95.92568
13.5,107.0,59.5,59.5,9.94664516,0.09107,1.67195,1.81,2.0,5.453,0.36769553,2.01588,0.04110102,366.7,0.0,6.0,20.47007,1.67195,0.817084,0.828,6.0,8.749,2.00771188,146.0554
33.5,157.0,81.0,74.0,9.40552614,1.67195,0.8282,1.6331,4.0,0.787,1.95366544,80.063,0.06273792,332.02,1.0,6.0,5.24631,1.6227512,0.34634,1.67229184,2.64,5.39684463,0.78954903,16.0425
62.0,69.0,41.0,40.0,2.0273542,0.817084,5.2412,1.67229184,2.0,0.787,2.00771188,20.00689,0.03636004,352.5,1.0,10.0,20.47007,16051.1165,1.92252895,0.715,6.0,5.61,2.00771188,2.01588
9.0,110.0,87.0,85.0,5.1734,1.0012,60.853,1.4719,4.0,5.61,2.83596962,28.0532,0.09969431,372.0,1.0,8.0,20.47007,1.67195,0.62048896,1.81,4.0,2.103,0.84357839,30.0061
25.0,156.0,102.0,33.0,9.40552614,1.29536237,60.853,1.6331,6.0,2.54,0.76412215,79.926277,0.05211274,375.0,0.0,8.0,0.09107,5.2412,0.173,1.2974,4.0,1.67892,3.02500281,2.33375552
129.0,83.5,58.0,72.5,9.94664516,0.25021,0.8282,1.857,2.0,2.507,2.92049556,127.91241,0.12677301,376.0,1.0,8.64,4.25240851,0.85179,10.4401993,1.857,4.0,1.67892,1.6541585,28.0134
151.0,55.5,39.0,11.0,3.09855,1.176646,0.36749,0.0,4.0,2.515,0.41295036,127.91241,0.04614754,384.2,0.0,8.0,9.94664516,0.85179,51.3761602,0.11011,4.0,1.698,1.6541585,32.0419
147.0,95.0,70.0,24.5,20.46362,18.5519677,0.85179,1.109,6.0,2.515,3.70806796,60.075,0.05467328,373.0,1.0,6.0,20.47007,16051.1165,1.43767,0.159,6.0,1.71,2.51258831,28.0134
47.0,28.5,73.5,2.0,27.8806313,20.5597234,0.85179,0.45,6.0,1.298,0.98994949,50.96825,0.18249688,370.0,1.0,8.0,5.182,1.43767,51.3761602,0.0,2.64,3.02,0.30886424,34.0329
18.5,38.5,4.0,4.0,4.25240851,0.3441739,6.42637,1.62,4.0,2.54,1.70683411,30.0061,0.04357088,444.4,0.0,10.0,27.8806313,1.69614207,20.5597234,1.857,2.0,1.501,0.0,16.0425
6.5,51.0,46.5,57.0,5.2412,6.42637,1.13425949,1.51,2.0,5.09,2.00771188,20.00689,0.05830627,366.7,1.0,6.0,0.09107,16051.1165,9.27770838,1.826526,2.0,0.69436,4.41046071,93.9529
62.0,9.0,82.0,40.0,27.8806313,0.62048896,0.34634,0.715,6.0,5.09,1.3576325,141.939,0.05141102,326.5,1.0,10.0,20.46362,0.20285674,0.173,1.67229184,2.0,1.67892,0.30886424,28.0101
26.0,152.0,39.5,0.0,0.346,0.50424,0.79287185,1.38,4.0,5.09,0.98994949,47.0134,0.04110102,314.8,1.0,8.0,100000.0,0.1091,0.85179,1.109,6.0,1.953,0.07071068,30.0061
56.0,1.0,48.5,93.0,4.25240851,9.57789,5.2412,1.957,6.0,7.325,0.78954903,28.0101,0.06049039,444.4,0.0,8.64,4.25240851,0.3528,51.3761602,1.2974,4.0,2.215,0.36769553,79.926277
73.5,22.5,56.5,99.0,5.24631,1.0012,0.4912,1.6552,4.0,4.188,0.0,47.0134,0.04673175,444.4,1.0,6.0,27.8806313,0.20285674,0.817084,1.67229184,6.0,2.448,1.64048773,80.063
127.0,17.0,73.0,-1.0,9.57789,0.3441739,0.39021,1.857,4.0,3.616,2.51258831,95.92568,0.06567769,416.5,1.0,4.0,20.47007,16051.1165,1.69614207,0.159,2.0,2.103,0.78954903,18.0153
50.5,123.0,25.0,34.0,20.46362,10.4401993,0.32192,1.51,2.0,5.09,0.78954903,28.0134,0.04172132,370.6,0.0,10.0,0.09107,0.1091,6.22750356,1.109,2.0,0.787,0.0,44.0095
20.0,111.0,71.5,71.5,20.47007,1.176646,0.39021,1.857,6.0,3.438,4.47975717,127.91241,0.05211274,361.0,1.0,10.0,20.46362,16051.1165,0.817084,1.109,6.0,3.438,0.0,16.0425
107.0,75.5,63.0,83.5,100000.0,0.41778,9.27770838,0.11011,4.0,2.507,2.92049556,80.063,0.05346877,307.75,1.0,8.64,9.94664516,8.34923939,1.69614207,0.828,4.0,3.438,0.0,146.0554
33.5,103.0,74.0,117.0,5.2412,1.92252895,1.67195,1.813,2.0,2.77,4.41046071,53.97324,0.06509057,372.0,0.0,4.0,0.346,9.94664516,0.32192,1.2974,4.0,3.02,1.70683411,44.071
27.0,64.0,22.0,120.0,5.1734,0.41778,0.85179,1.109,6.0,5.61,3.70806796,17.0073,0.07399752,377.0,0.0,6.0,9.94664516,16051.1165,0.4912,1.109,2.0,3.02,0.36769553,60.075
119.0,157.0,110.0,2.0,9.94664516,0.3528,0.817084,1.857,6.0,2.448,0.98994949,2.01588,0.05594409,413.0,1.0,10.0,100000.0,0.50424,1.92252895,1.109,2.64,2.448,0.76412215,20.00689
53.0,104.0,83.0,46.5,4.25240851,0.3528,0.32192,1.62,6.0,19.029,2.23345025,127.91241,0.12061224,339.95,0.0,6.0,100000.0,10.4401993,6.22750356,0.159,2.64,1.953,0.0,20.00689
115.0,11.5,80.5,63.0,27.8806313,0.817084,0.39021,1.109,2.0,5.61,1.95366544,53.97324,0.03201732,303.0,0.0,4.0,0.346,1.67195,0.09107,1.51,4.0,5.61,2.00771188,31.9988
146.0,65.5,44.0,93.0,4.828,0.09107,0.79287185,1.38,4.0,1.298,0.0,64.064,0.16984114,355.0,1.0,12.0,5.2412,1.92252895,0.1091,0.715,2.64,1.67892,2.83596962,16.0425
27.0,37.0,108.0,88.0,9.94664516,0.39021,6.42637,1.2974,4.0,2.515,0.78954903,28.0134,0.04815153,376.0,1.0,8.0,20.46362,14.5217696,0.34634,1.857,2.0,3.616,2.51258831,44.0095
37.0,34.0,80.5,55.5,20.46362,0.50424,1.13425949,0.159,4.0,2.77,3.02500281,34.0329,0.04158464,330.0,1.0,6.0,5.24631,0.85179,0.09107,1.957,2.0,1.501,1.95366544,18.0153
160.0,99.0,58.5,61.5,0.346,8.34923939,0.39021,1.62,2.0,3.21,2.51258831,28.0532,0.06834818,331.95,0.0,4.0,5.24631,0.50424,0.34634,1.957,2.0,1.501,1.64048773,76.141
36.0,101.0,116.0,59.5,9.57789,1.69614207,0.62048896,1.6331,4.0,5.09,2.51258831,146.0554,0.05367046,324.7,0.0,8.0,0.346,0.1091,1.6227512,0.0,2.0,0.69436,0.36769553,17.0305
11.0,113.0,66.5,65.5,0.346,0.32192,6.22750356,1.51,4.0,3.487,0.07071068,28.0532,0.06273792,287.25,0.0,8.0,0.09107,8.34923939,60.853,1.826526,4.0,1.953,0.36769553,20.00689
158.0,1.5,24.0,109.0,0.09107,0.09107,0.79287185,1.957,2.0,3.438,1.95366544,146.0554,0.04071358,300.0,1.0,8.0,100000.0,0.817084,0.32192,1.2974,4.0,2.103,2.43810418,28.0101
147.0,42.5,9.0,29.0,27.8806313,1.176646,4.74202,1.957,6.0,2.448,2.09633013,47.0134,0.05648214,330.2,0.0,8.0,5.2412,16051.1165,0.85179,0.0,2.0,2.215,0.98570685,95.92568
41.0,26.0,54.5,78.5,20.47007,0.20285674,1.43767,1.857,6.0,4.49,2.09633013,28.0532,0.05248072,330.2,1.0,8.0,5.182,16051.1165,6.22750356,1.67229184,6.0,1.562,1.70683411,16.0425
23.5,23.5,13.5,62.5,9.40552614,18.5519677,1.92252895,1.4719,6.0,5.09,4.41046071,28.0101,0.05374875,312.5,0.0,6.0,27.8806313,0.3528,0.32192,1.51,2.0,3.21,0.78954903,32.0419
93.0,5.5,39.0,7.0,0.346,1.92252895,0.4912,1.6552,6.0,1.136,2.92049556,20.00689,0.05211274,353.0,1.0,8.0,4.25240851,16051.1165,9.27770838,1.857,2.0,0.69436,0.98570685,53.97324
85.0,94.0,55.0,15.5,20.46362,8.34923939,20.5597234,1.813,4.0,3.438,2.71717568,30.026,0.12061224,339.5,1.0,8.64,5.24631,1.69614207,0.32192,1.826526,4.0,1.71,0.0,30.0061
109.0,15.0,82.0,27.0,4.25240851,20.5597234,0.79287185,0.159,6.0,1.953,0.36769553,17.0305,0.03679119,368.2,1.0,8.0,4.25240851,1.69614207,0.32192,1.2974,2.64,3.616,0.36769553,34.0329
101.0,35.0,94.0,10.5,0.09107,0.346,5.2412,2.331,6.0,2.515,3.70806796,20.00689,0.06438352,416.5,0.0,6.0,20.46362,0.50424,0.62048896,1.957,6.0,3.438,4.41046071,17.0305
87.0,54.5,45.0,74.5,27.8806313,1.0012,60.853,1.6331,6.0,0.787,2.00771188,26.0373,0.04673175,386.7,1.0,8.64,5.182,0.09107,1.92252895,0.715,6.0,2.448,0.98994949,2.33375552
78.0,143.0,22.5,6.0,9.57789,18.5519677,1.67195,1.957,6.0,2.448,0.07071068,28.0101,0.05196981,307.75,1.0,12.0,20.47007,8.34923939,0.32192,1.38,2.64,1.71,0.78954903,2.01588
18.5,25.0,68.5,34.5,0.09107,1.29536237,0.36749,1.62,6.0,2.448,0.84357839,47.0134,0.06320568,332.0,0.0,6.0,5.2412,60.853,0.1091,1.109,2.64,2.515,2.09633013,53.97324
18.5,64.5,14.0,53.0,0.346,9.57789,6.42637,0.159,2.0,3.487,0.84357839,30.026,0.05675657,376.5,0.0,8.0,0.346,1.69614207,0.62048896,0.828,2.0,1.562,1.6541585,93.9529
27.5,10.0,98.0,98.0,9.40552614,8.34923939,6.22750356,1.6331,2.0,1.953,0.76412215,31.9988,0.0669931,332.0,1.0,6.0,5.182,0.1091,0.20285674,1.4719,2.64,4.49,2.00771188,95.92568
25.5,33.0,24.0,84.0,20.47007,9.57789,0.32192,1.6552,2.0,2.448,3.70806796,44.0095,0.038572,438.4,1.0,12.0,20.46362,0.817084,0.20285674,1.51,4.0,3.21,0.83259471,28.97
44.5,100.0,110.0,17.5,0.09107,1.0012,0.09107,0.11011,6.0,1.71,1.70683411,28.0134,0.04614754,355.0,0.0,8.64,0.09107,9.94664516,0.32192,0.159,4.0,19.029,0.36769553,2.01588
70.0,66.5,29.0,52.0,9.40552614,0.41778,0.32192,1.2974,2.0,1.298,3.02500281,44.071,0.18249688,442.9,0.0,6.0,9.94664516,1.6227512,1.92252895,1.847,2.64,1.953,0.07071068,28.97
2.5,82.0,105.0,118.0,20.46362,1.92252895,0.4912,1.6552,4.0,2.215,1.95366544,32.0419,0.04726332,332.0,1.0,4.0,4.25240851,16051.1165,0.817084,1.957,6.0,5.39684463,0.84357839,28.97
47.0,75.5,83.5,49.0,100000.0,8.34923939,0.173,1.4719,6.0,2.247,2.00771188,64.064,0.04731758,455.2,0.0,8.0,100000.0,5.2412,5.2412,0.159,2.64,3.438,0.84357839,146.0554
21.0,31.0,5.5,1.5,27.8806313,18.5519677,10.4401993,1.847,2.0,0.787,0.84357839,127.91241,0.04673175,399.5,0.0,10.0,5.182,0.3528,0.34634,0.828,2.64,0.69436,2.71717568,32.0419
6.5,34.0,91.0,42.5,5.24631,14.5217696,0.20285674,0.11011,2.0,3.487,0.84357839,53.97324,0.04127771,442.9,0.0,4.0,5.182,9.94664516,0.817084,0.11011,2.64,1.71,0.41295036,17.0305
82.0,52.5,71.5,60.0,9.57789,0.41778,0.2935265,0.11011,2.0,2.215,0.2192031,127.91241,0.05211274,457.0,1.0,8.0,27.8806313,1.6227512,5.2412,0.159,4.0,2.515,2.00771188,146.0554
5.0,9.0,60.5,105.0,100000.0,0.346,1.92252895,1.857,2.0,2.103,2.51258831,53.97324,0.04127771,413.8,1.0,8.0,5.2412,0.817084,0.32192,0.0,6.0,1.953,1.70683411,28.97
40.0,36.5,50.0,58.5,3.09855,0.09107,0.4912,0.828,2.0,0.8,1.6541585,15.0234751,0.17210159,442.9,1.0,8.64,9.94664516,0.3528,20.5597234,1.67229184,2.0,3.02,1.70683411,146.0554
4.0,23.0,104.0,18.5,20.47007,9.94664516,20.5597234,1.826526,4.0,7.325,2.83596962,28.0532,0.06509057,351.5,1.0,12.0,27.8806313,0.1091,20.5597234,1.4719,4.0,4.49,0.41295036,44.071
31.0,166.0,46.0,66.0,5.1734,20.5597234,5.2412,1.957,2.0,5.61,0.2192031,17.0073,0.05196981,363.0,0.0,6.0,9.94664516,0.82323552,0.173,1.826526,6.0,8.749,2.51258831,2.33375552
83.0,15.0,20.0,83.0,9.57789,1.43767,0.36749,2.331,2.0,2.77,0.41295036,28.0101,0.05367046,371.5,0.0,12.0,27.8806313,20.5597234,8.34923939,1.51,2.0,0.69436,2.71717568,18.0153
10.5,40.0,54.0,38.0,2.0273542,6.42637,6.22750356,1.857,6.0,2.103,0.78954903,28.0134,0.05367046,311.45,1.0,12.0,0.346,0.62048896,0.79287185,1.4719,4.0,2.103,1.70683411,44.0095
44.5,99.0,107.0,84.0,2.0273542,1.0012,0.173,1.62,4.0,5.39684463,0.98994949,141.939,0.12061224,355.0,1.0,6.0,100000.0,1.92252895,1.43767,1.4719,2.64,5.39684463,0.78954903,2.01588
129.0,41.0,117.0,90.0,9.94664516,0.50424,1.43767,1.81,2.0,2.515,0.07071068,20.00689,0.06977337,285.5,1.0,8.64,5.2412,0.85179,8.34923939,0.715,6.0,0.8,2.71717568,60.075
45.5,118.0,80.5,48.5,4.828,0.62048896,9.27770838,1.62,4.0,3.21,0.84357839,141.939,0.0655435,423.35,1.0,10.0,9.94664516,60.853,0.1091,1.81,2.64,3.616,0.0,28.97
104.0,147.0,2.5,44.0,100000.0,0.62048896,0.817084,0.45,2.0,3.487,2.51258831,47.0134,0.05467328,376.0,1.0,8.0,0.346,5.2412,0.817084,0.715,2.0,4.49,0.78954903,2.01588
83.0,71.5,98.0,105.0,4.828,0.85179,0.62048896,1.6552,6.0,19.029,2.23345025,26.0373,0.05211999,380.0,1.0,8.0,9.94664516,60.853,0.4912,1.857,2.0,19.029,1.6541585,28.97
21.5,43.0,59.0,26.0,100000.0,0.3528,0.36749,1.62,2.0,5.61,0.98994949,50.96825,0.05618405,353.2,0.0,6.0,5.24631,60.853,0.4912,0.0,2.64,1.953,0.78954903,76.141
77.0,89.0,3.0,35.5,5.2412,1.43767,60.853,1.857,6.0,2.448,1.95366544,44.0095,0.04357088,285.5,0.0,4.0,5.182,1.6227512,0.34634,0.159,4.0,0.787,2.09633013,31.9988
91.0,41.0,59.0,97.0,20.46362,0.3528,9.27770838,0.11011,4.0,3.487,3.02500281,28.0101,0.05248072,380.0,0.0,12.0,4.25240851,1.43767,0.79287185,0.11011,6.0,3.438,2.09633013,20.00689
91.0,57.5,92.0,74.5,5.1734,60.853,0.36749,1.109,6.0,4.49,1.70683411,34.0329,0.12677301,370.6,0.0,4.0,100000.0,1.67195,8.34923939,0.159,6.0,19.029,2.09633013,35.976793
48.0,72.0,22.5,16.0,20.46362,0.346,1.92252895,0.45,4.0,1.698,4.41046071,44.071,0.06273792,351.5,1.0,10.0,20.47007,1.6227512,0.62048896,1.957,6.0,1.562,2.51258831,44.0095
168.0,84.0,31.5,19.5,20.46362,6.42637,0.39021,1.847,4.0,1.562,0.0,93.9529,0.05275517,368.5,0.0,8.64,9.94664516,1.43767,51.3761602,0.11011,2.0,5.39684463,2.00771188,20.00689
69.0,35.0,5.0,-1.0,27.8806313,60.853,1.176646,1.4719,2.0,19.029,0.76412215,16.0425,0.0655435,375.0,1.0,4.0,0.346,0.39021,0.32192,1.109,2.64,0.69436,0.76412215,31.9988
68.0,139.0,117.0,66.0,100000.0,1.29536237,9.27770838,1.813,6.0,1.298,1.6541585,32.0419,0.04357088,356.95,1.0,6.0,4.25240851,0.346,0.20285674,1.957,6.0,2.448,3.02500281,20.00689
26.0,142.0,28.0,67.0,9.94664516,6.42637,0.817084,1.957,4.0,1.698,2.71717568,17.0073,0.16984114,416.5,0.0,12.0,0.346,16051.1165,10.4401993,0.159,6.0,1.953,0.2192031,146.0554
74.5,137.0,79.0,67.0,0.346,0.20285674,4.74202,0.828,2.0,7.325,0.84357839,20.00689,0.12677301,312.5,0.0,12.0,20.46362,0.346,0.4912,1.847,4.0,0.787,0.98570685,28.0101
38.5,46.0,38.5,117.0,20.47007,0.817084,0.34634,1.826526,6.0,5.61,3.70806796,80.063,0.04110102,329.0,0.0,6.0,9.94664516,1.67195,60.853,0.828,2.0,1.501,2.00771188,30.0061
61.5,17.0,46.5,49.5,4.25240851,20.5597234,0.34634,1.4719,4.0,1.501,2.09633013,44.0095,0.04357088,352.5,1.0,8.0,5.182,1.43767,0.85179,1.4719,4.0,5.39684463,2.51258831,60.075
13.5,32.0,21.5,34.0,20.46362,0.41778,0.817084,0.715,6.0,1.298,0.24859606,2.01588,0.12061224,353.0,1.0,8.0,20.46362,1.67195,6.22750356,1.81,2.0,1.501,0.83259471,2.01588
41.5,124.0,59.0,87.0,5.24631,1.69614207,1.69614207,0.0,4.0,4.188,0.98994949,80.063,0.06094009,287.25,1.0,6.0,0.346,9.94664516,1.92252895,1.67229184,6.0,0.787,0.36769553,16.0425
138.0,6.0,41.5,77.0,0.09107,0.817084,0.8282,1.2974,2.0,2.515,0.41295036,93.9529,0.05248072,361.0,1.0,8.0,5.2412,1.6227512,0.4912,1.2974,6.0,5.09,2.83596962,17.0305
50.0,122.0,64.0,42.0,2.0273542,0.346,5.2412,1.109,6.0,7.325,0.24859606,141.939,0.0669931,444.4,0.0,4.0,27.8806313,1.92252895,9.27770838,0.11011,2.0,2.448,0.2192031,79.926277
16.0,25.0,11.5,92.0,20.47007,20.5597234,4.74202,1.6331,6.0,3.616,4.47975717,47.0134,0.04127771,368.2,1.0,4.0,5.182,1.43767,0.1091,1.38,2.0,5.39684463,3.02500281,31.9988
165.0,75.5,58.0,30.0,27.8806313,0.3528,1.176646,1.2974,2.0,2.54,1.95366544,30.0061,0.04520578,370.0,1.0,10.0,5.2412,0.85179,20.5597234,0.828,2.0,1.953,2.83596962,95.92568
102.0,155.0,29.5,70.0,9.94664516,0.41778,0.25021,1.857,6.0,19.029,2.23345025,64.064,0.06438352,444.4,1.0,4.0,9.94664516,0.817084,0.85179,1.109,6.0,8.749,0.83259471,2.01588
51.5,164.0,60.0,81.0,3.09855,20.5597234,8.34923939,0.0,6.0,1.71,1.6541585,18.0153,0.1504867,348.95,1.0,12.0,5.182,0.62048896,0.4912,0.159,4.0,4.49,2.43810418,53.97324
13.5,75.5,70.5,16.5,2.0273542,6.42637,1.13425949,1.38,4.0,0.787,1.70683411,79.926277,0.04731758,386.0,1.0,6.0,9.94664516,0.09107,0.62048896,1.857,2.64,1.562,2.09633013,2.33375552
87.0,57.0,56.5,18.5,27.8806313,1.176646,1.43767,1.6331,2.0,1.562,4.47975717,20.00689,0.06438352,353.2,1.0,8.64,0.09107,0.39021,0.817084,1.38,6.0,4.49,0.30886424,2.01588
141.0,38.5,68.5,41.5,100000.0,60.853,0.25021,0.715,2.0,2.247,3.65367851,30.0061,0.0557398,369.5,1.0,8.0,100000.0,14.5217696,0.34634,0.11011,4.0,1.67892,2.00771188,28.0101
57.5,118.0,69.0,0.5,5.2412,0.85179,0.8282,1.6331,2.0,1.698,3.65367851,26.0373,0.17210159,323.5,1.0,6.0,5.2412,5.2412,0.4912,0.11011,2.64,2.215,0.0,30.0061
58.5,42.0,81.0,73.5,5.182,0.85179,20.5597234,0.11011,6.0,1.501,3.65367851,32.0419,0.05675657,384.2,0.0,12.0,5.2412,16051.1165,9.27770838,1.81,2.64,19.029,0.41295036,44.0095
36.0,48.0,77.0,55.5,5.1734,0.3528,1.92252895,1.857,2.0,3.616,1.6541585,34.0329,0.05275517,395.0,0.0,10.0,5.182,1.43767,1.6227512,0.828,2.64,2.215,0.41295036,16.0425
67.0,59.5,67.0,115.0,5.24631,0.50424,0.36749,1.109,6.0,3.02,2.83596962,44.071,0.04110102,303.0,1.0,12.0,20.46362,0.50424,10.4401993,0.715,2.64,3.616,4.41046071,53.97324
2.0,122.0,59.0,80.5,5.182,8.34923939,0.4912,1.826526,4.0,3.21,0.46244783,44.071,0.04467116,376.5,1.0,4.0,20.46362,9.94664516,0.1091,1.826526,2.0,0.787,0.36769553,17.0305
86.0,77.5,66.5,9.5,5.1734,0.3441739,0.173,1.62,2.0,2.215,0.76412215,44.0095,0.04520578,285.5,0.0,12.0,100000.0,0.09107,0.09107,1.2974,6.0,2.515,4.41046071,146.0554
44.0,123.0,8.0,25.5,0.346,1.69614207,0.173,0.11011,6.0,2.507,0.24859606,60.075,0.11915375,386.0,0.0,4.0,0.09107,0.20285674,10.4401993,1.4719,2.64,2.507,0.0,35.976793
30.0,13.5,81.0,7.0,9.94664516,8.34923939,0.817084,0.0,4.0,3.616,0.0,93.9529,0.06481883,375.0,1.0,8.64,0.346,0.09107,60.853,1.38,4.0,3.616,0.83259471,50.96825
137.0,46.5,54.5,21.0,5.1734,1.92252895,5.2412,0.45,2.0,2.515,3.02500281,18.0153,0.04412344,354.95,0.0,4.0,0.09107,16051.1165,5.2412,1.857,2.0,1.67892,2.51258831,80.063
35.5,57.0,1.5,41.5,3.09855,1.0012,1.13425949,0.159,2.0,1.953,2.83596962,31.9988,0.06048193,370.6,1.0,12.0,5.2412,1.92252895,6.22750356,0.828,2.64,0.787,1.6541585,79.926277
99.0,21.0,91.0,80.5,0.09107,9.57789,0.36749,0.159,6.0,3.438,1.64048773,127.91241,0.06320568,347.15,1.0,12.0,5.24631,0.09107,0.85179,1.81,4.0,0.69436,2.71717568,76.141
119.0,39.5,26.0,32.5,20.46362,0.3528,8.34923939,1.957,2.0,1.298,0.84357839,26.0373,0.04467116,395.0,0.0,6.0,20.46362,20.5597234,0.62048896,0.11011,4.0,1.698,0.83259471,34.0329
125.0,83.5,117.0,51.5,5.2412,8.34923939,0.62048896,0.159,4.0,3.21,0.41295036,47.0134,0.04571761,413.8,1.0,8.0,20.46362,20.5597234,0.173,1.826526,2.0,2.54,2.83596962,31.9988
45.0,0.5,34.5,110.0,5.1734,0.85179,60.853,0.0,4.0,1.501,3.02500281,47.0134,0.0496352,332.02,1.0,8.64,5.24631,0.817084,0.1091,0.0,6.0,2.54,0.83259471,93.9529
128.0,22.5,46.0,9.0,5.2412,9.57789,0.8282,0.159,2.0,5.61,0.2192031,28.0532,0.05648214,416.5,0.0,6.0,4.25240851,0.85179,0.39021,1.81,6.0,0.8,2.00771188,28.0101
74.5,144.0,80.0,79.5,4.828,1.92252895,1.92252895,0.0,4.0,1.698,0.41295036,95.92568,0.04731758,361.0,0.0,12.0,27.8806313,0.09107,8.34923939,0.11011,4.0,0.69436,0.78954903,18.0153
164.0,51.0,36.0,105.0,5.2412,0.346,0.817084,1.38,4.0,19.029,2.51258831,93.9529,0.06094009,355.0,0.0,8.64,27.8806313,20.5597234,0.20285674,1.857,4.0,8.749,1.64048773,28.0134
75.0,74.5,10.0,114.0,2.0273542,18.5519677,8.34923939,1.857,4.0,2.54,1.6541585,17.0073,0.0550182,332.0,0.0,8.0,27.8806313,0.20285674,0.20285674,0.715,4.0,1.67892,0.0,44.0095
121.0,31.5,69.0,108.0,5.182,18.5519677,60.853,1.847,2.0,1.698,1.95366544,28.0532,0.0655435,331.95,0.0,4.0,20.46362,20.5597234,10.4401993,1.4719,6.0,2.448,1.95366544,28.0134
113.0,145.0,43.0,39.0,5.182,1.0012,0.34634,1.826526,4.0,7.325,4.47975717,17.0305,0.04172132,347.0,0.0,8.0,5.24631,0.32192,0.817084,1.81,4.0,8.749,0.84357839,60.075
17.0,2.0,111.0,81.0,9.40552614,0.50424,0.36749,1.109,2.0,5.61,0.98570685,60.075,0.05196981,416.5,0.0,8.64,5.182,0.817084,0.85179,1.826526,4.0,2.103,1.95366544,76.141
59.0,48.0,73.5,29.5,0.09107,1.67195,0.36749,1.957,2.0,5.09,0.76412215,79.926277,0.06094009,376.5,1.0,10.0,4.25240851,0.82323552,9.27770838,1.109,6.0,2.215,2.83596962,76.141
9.5,12.5,55.0,118.0,20.47007,60.853,0.173,1.857,6.0,2.103,3.70806796,60.075,0.05438049,331.95,1.0,8.0,0.346,1.69614207,1.69614207,1.81,4.0,1.562,1.70683411,79.926277
59.5,33.0,56.5,68.5,4.25240851,18.5519677,10.4401993,1.109,4.0,5.453,1.95366544,32.0419,0.10394785,436.6,0.0,10.0,5.2412,0.82323552,6.22750356,0.715,4.0,0.787,0.76412215,44.0095
107.0,26.5,33.5,32.5,9.94664516,60.853,1.13425949,1.857,6.0,2.103,0.46244783,20.00689,0.04673175,351.5,1.0,10.0,20.47007,9.94664516,1.92252895,1.826526,4.0,2.515,2.51258831,32.0419
